  22:33:09.620  Initializing game systems...  -  Server - GameManager:44
  22:33:23.115  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.116  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.116  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.116  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.116  Stack End  -  Studio
  22:33:23.130  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.131  Stack Begin  -  Studio
  22:33:23.131  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.131  Stack End  -  Studio
  22:33:23.148  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.149  Stack Begin  -  Studio
  22:33:23.149  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.149  Stack End  -  Studio
  22:33:23.151  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.151  Stack Begin  -  Studio
  22:33:23.151  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.151  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.152  Stack End  -  Studio
  22:33:23.152  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.152  Stack Begin  -  Studio
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.152  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.152  Stack End  -  Studio
  22:33:23.153  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.153  Stack Begin  -  Studio
  22:33:23.153  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.153  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.153  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.153  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.153  Stack End  -  Studio
  22:33:23.164  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.164  Stack Begin  -  Studio
  22:33:23.164  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.164  Stack End  -  Studio
  22:33:23.181  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.182  Stack Begin  -  Studio
  22:33:23.182  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.182  Stack End  -  Studio
  22:33:23.183  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.183  Stack Begin  -  Studio
  22:33:23.183  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.183  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.183  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.183  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.183  Stack End  -  Studio
  22:33:23.184  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.184  Stack Begin  -  Studio
  22:33:23.184  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.184  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.184  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.184  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.184  Stack End  -  Studio
  22:33:23.197  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.197  Stack Begin  -  Studio
  22:33:23.197  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.197  Stack End  -  Studio
  22:33:23.214  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.214  Stack Begin  -  Studio
  22:33:23.214  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.214  Stack End  -  Studio
  22:33:23.215  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.216  Stack Begin  -  Studio
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.216  Stack End  -  Studio
  22:33:23.216  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.216  Stack Begin  -  Studio
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.216  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.216  Stack End  -  Studio
  22:33:23.231  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.231  Stack Begin  -  Studio
  22:33:23.231  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.231  Stack End  -  Studio
  22:33:23.247  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.247  Stack Begin  -  Studio
  22:33:23.247  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.247  Stack End  -  Studio
  22:33:23.250  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.250  Stack Begin  -  Studio
  22:33:23.250  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.250  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.250  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.250  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.250  Stack End  -  Studio
  22:33:23.250  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.250  Stack Begin  -  Studio
  22:33:23.250  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.251  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.251  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.251  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.251  Stack End  -  Studio
  22:33:23.265  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.265  Stack Begin  -  Studio
  22:33:23.265  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.265  Stack End  -  Studio
  22:33:23.280  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.281  Stack Begin  -  Studio
  22:33:23.281  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.281  Stack End  -  Studio
  22:33:23.282  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.282  Stack Begin  -  Studio
  22:33:23.282  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.283  Stack End  -  Studio
  22:33:23.283  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.283  Stack Begin  -  Studio
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.283  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.283  Stack End  -  Studio
  22:33:23.298  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.298  Stack Begin  -  Studio
  22:33:23.298  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.298  Stack End  -  Studio
  22:33:23.300  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.300  Stack Begin  -  Studio
  22:33:23.300  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.300  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.301  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.301  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.301  Stack End  -  Studio
  22:33:23.314  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.314  Stack Begin  -  Studio
  22:33:23.314  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.315  Stack End  -  Studio
  22:33:23.330  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.331  Stack Begin  -  Studio
  22:33:23.331  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.331  Stack End  -  Studio
  22:33:23.332  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.332  Stack Begin  -  Studio
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.333  Stack End  -  Studio
  22:33:23.333  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.333  Stack Begin  -  Studio
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.333  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.334  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.334  Stack End  -  Studio
  22:33:23.347  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.347  Stack Begin  -  Studio
  22:33:23.347  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.347  Stack End  -  Studio
  22:33:23.364  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.364  Stack Begin  -  Studio
  22:33:23.365  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.365  Stack End  -  Studio
  22:33:23.366  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.366  Stack Begin  -  Studio
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.367  Stack End  -  Studio
  22:33:23.367  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.367  Stack Begin  -  Studio
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.367  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.368  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.368  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.368  Stack End  -  Studio
  22:33:23.381  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.381  Stack Begin  -  Studio
  22:33:23.381  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.381  Stack End  -  Studio
  22:33:23.397  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.397  Stack Begin  -  Studio
  22:33:23.397  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.398  Stack End  -  Studio
  22:33:23.399  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.399  Stack Begin  -  Studio
  22:33:23.399  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.399  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.399  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.399  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.399  Stack End  -  Studio
  22:33:23.400  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.400  Stack Begin  -  Studio
  22:33:23.400  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.400  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.400  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.400  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.400  Stack End  -  Studio
  22:33:23.414  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.414  Stack Begin  -  Studio
  22:33:23.415  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.415  Stack End  -  Studio
  22:33:23.431  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.431  Stack Begin  -  Studio
  22:33:23.431  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.431  Stack End  -  Studio
  22:33:23.433  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.433  Stack Begin  -  Studio
  22:33:23.433  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.433  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.433  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.433  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.433  Stack End  -  Studio
  22:33:23.434  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.434  Stack Begin  -  Studio
  22:33:23.434  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
  22:33:23.434  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 173 - function ShowInteractionUI  -  Studio - InteractionSystem:173
  22:33:23.434  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 120 - function UpdateCurrentTarget  -  Studio - InteractionSystem:120
  22:33:23.434  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 91  -  Studio - InteractionSystem:91
  22:33:23.434  Stack End  -  Studio
  22:33:23.448  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Server - server:115
  22:33:23.448  Stack Begin  -  Studio
  22:33:23.448  Script 'ServerScriptService.server', Line 115  -  Studio - server:115
  22:33:23.448  Stack End  -  Studio
  22:33:23.449  ServerScriptService.server:115: attempt to call missing method 'GetItemPlacement' of table  -  Client - InteractionSystem:230
  22:33:23.449  Stack Begin  -  Studio
  22:33:23.450  Script 'Players.Xdjpearsonx.PlayerScripts.client.interaction.InteractionSystem', Line 230 - function GetAvailableInteractions  -  Studio - InteractionSystem:230
